"income","health","age","transport","1","2","3","y_star_Car","y_star_Taxi","y_star_Public"
26691.9291228122,1,44,"Taxi",-0.517410393056514,2.1082478372133,0.352054284601181,0.989887835013791,3.56862677405548,2.43821570214494
56984.7696039564,5,33,"Public",-0.640483856041278,-0.29470479483111,0.107359705917511,2.71413538405763,2.25506674922824,3.80766431383838
30979.9834140526,2,94,"Public",-1.35198279357577,1.00403237582874,4.11714068764018,1.06251679177554,3.47873212703953,5.61754101935913
4065.80774032419,5,35,"Public",-1.82414422946806,0.909059413595796,2.28694866217404,0.22750096404004,2.69504652970066,7.00563250736755
53645.2497345135,4,27,"Taxi",-0.104939755809608,1.87601456692453,-0.241386707922295,2.80619148755323,4.08569331294224,3.14570829738744
15637.7238650051,4,23,"Public",-1.08981708510465,1.04561377578896,1.9628456622485,0.831126011520478,2.62517963376404,6.1900911849484
17745.8052235474,0,49,"Public",-0.929722686831889,-0.870710961850122,1.6634727596914,0.103922443756796,0.33047611650309,3.32855665522046
20833.8082354896,1,30,"Public",0.528506877521156,0.488909012077871,2.37293273629244,1.7493520834084,1.65141613561021,4.85625657158265
30565.8206920253,2,61,"Public",0.642367185344539,-2.37064528146295,0.835737317592791,2.71651270264517,-0.397157971082571,3.00442090375228
23628.4024796608,4,61,"Taxi",-0.296571845249984,3.22050386819422,1.26525308243061,2.20413821674153,5.48992990538913,4.5726850328374
9544.2131450718,4,55,"Public",-1.20307088671746,-0.600016241681675,2.05217602238676,0.885534441909335,1.3681469554944,5.76129175948533
14006.8232440347,2,88,"Taxi",1.10745740034494,1.83143501345572,0.207947162782175,3.03762798144581,3.96153736211624,2.16781069790148
10585.5673484899,1,53,"Car",1.42636406652247,1.04919672836866,-0.567072167588714,2.62100325023472,2.402980238596,1.66121648544149
20586.8124421118,3,45,"Car",0.277295369979128,-0.0293754084952478,-1.98053082645543,2.24196568103192,1.75442677813643,1.20773292470233
72910.6183345771,2,30,"Car",0.317570326694238,0.217478581153676,-0.268152465818846,3.14033578505866,2.36113785617233,1.67363516748961
17282.0928001218,4,70,"Public",-0.703955868941846,2.3648235109005,2.39730357816404,1.7280964510612,4.67405490290232,5.65166172216161
47643.0997434158,3,78,"Public",-0.510241652530935,-1.99031139521479,3.65659671877593,2.46083584105446,0.694335100936451,5.64373472390761
58386.261120091,3,34,"Car",0.559703676399098,-1.24953022497511,-2.11276813261412,3.35936020440137,0.936263691826254,0.539506644984055
10746.6379332209,3,68,"Public",-0.115672414888867,0.583569716830784,3.17587566056347,1.83299353344166,2.5647692858291,6.10094290189906
20564.4792548982,1,36,"Public",-0.350592033393462,2.19379766526517,1.29456270698304,0.923519947978994,3.44226485408865,3.66327312188508
25537.9152549557,2,31,"Car",1.28948210591372,-0.902547847657814,-3.39670717192261,2.93792998728761,0.545520881166521,-0.527465477021723
44931.9546701071,2,81,"Car",-0.861261315541882,-3.18912096537835,-1.28638085902344,1.7720375512108,-0.700141645326746,0.194980047574417
6712.04313521828,2,39,"Public",-0.384236364264176,1.80586692701378,1.38852005747591,0.873564714116281,3.09154757404206,4.47427919477154
31750.279181706,3,88,"Taxi",-0.461776224804001,2.24049587391991,0.534721370220185,2.21198075473865,4.8367500616455,2.63971578658606
22605.6870874193,3,79,"Taxi",0.224546792662172,3.2464834175052,-1.29097645118176,2.57968896984765,5.57056872381649,1.17690980706985
36855.9473678535,5,60,"Public",-0.777336958560725,1.12900594146641,1.13713149520497,2.34406172563561,3.78184515198421,4.7000125478479
67565.5705328943,3,79,"Car",-0.11217065514218,-0.0654143936213599,-1.70414221976438,3.36696860818018,2.93306916437205,-0.135453630422267
11896.6778788859,4,34,"Public",0.427126873477503,0.771321218853824,1.34562648385482,2.36454382044965,2.45977138703711,5.4276929262771
35841.4340736093,3,53,"Public",-1.70799976608386,-3.80051284889961,-0.203864768114897,0.718036085756377,-1.66789133779547,2.51930655041292
31703.099718039,5,96,"Car",1.95070218796318,0.892054939832073,0.147041406485793,5.30327968091415,4.00760143560266,3.09297941212501
8763.06670946668,4,99,"Car",0.899120634101312,-0.409411883631531,-3.35734786558768,3.40819730183798,2.20703411701047,-0.512609199777018
28256.4676073823,2,37,"Public",-0.56661622232968,1.8663769962325,3.681460428494,1.20979546785488,3.44522401034324,6.37633107634636
9145.40025520338,5,92,"Car",1.12004270774227,-0.71488671506308,-1.77527323501108,3.86867771412235,2.00229428876497,1.70181875988485
13387.7705789181,2,62,"Taxi",-1.00687972718054,0.356040063535592,-3.68377722864792,0.647814537292412,2.08685662221936,-1.19153264022628
87001.1903240371,3,96,"Taxi",-0.03443404274632,1.45444696129951,0.747396417930681,4.10059571535461,4.99946481616007,1.58737261144994
44798.2517915858,3,56,"Car",-0.0347885118532916,-0.293700094083933,-0.259599168930483,2.64516778293635,2.01827368278985,2.2244357952378
7982.24312019151,1,86,"Car",0.284883364017001,-1.57797844718968,-2.83238131913589,1.74443944202179,0.231755199613192,-1.21202618153972
25430.5541559041,5,38,"Public",-0.5161464635805,-2.09649605339439,4.66559688347657,2.0996173903171,0.0549622589441765,8.89698580035849
9549.96160076165,3,56,"Car",-0.0565442427868836,-2.66354485708866,-3.38402097858289,1.74220479723216,-0.880295433077233,-0.195020210598126
43013.1015725038,0,25,"Taxi",0.0923946847574683,0.345020301221807,-1.10808938272949,1.51772222407006,1.56521682480936,0.53164858582043
6882.23050203393,0,41,"Taxi",0.41724513572582,1.52172832389409,-0.682659038829684,1.09930089827667,2.4399617814246,1.35969635112964
27353.3645988466,0,27,"Public",-1.05535931366553,-0.623662775051746,-1.20996362217095,-0.00152519869436762,0.391637693930952,0.702969085852122
15368.9854745802,0,59,"Car",1.67752897249443,0.839427888440787,-1.93248223647604,2.75175360935893,2.15496267055949,-0.419861945967648
86200.8923558474,5,96,"Car",0.148753085679223,-0.811736601739829,0.507827444961033,4.86377539457541,3.12127678359788,2.36380959784409
8321.62586874101,2,21,"Car",1.3281711003973,-0.383641516340478,-3.58267914695306,2.44621174711582,0.656182871690637,-0.169111664327879
14328.5531296006,3,88,"Public",-0.884353343352183,-3.68575885578445,-1.00065778668412,1.35386048488783,-1.35083055884044,1.45277115072387
14007.2008708849,2,79,"Taxi",0.0662119180949763,0.830523168692378,-0.0215570440981262,1.9063919398671,2.82563118175565,2.11829893848418
16927.3977879742,4,91,"Public",-0.527616342304061,2.06238935352625,2.62985167804555,2.10556860239529,4.68130032034587,5.47130372228606
46728.6705772566,5,87,"Car",-0.740788474630464,-0.845549816032672,0.0599359935802424,2.89742828980095,2.36038024262618,2.88536258203511
18096.3787959741,4,48,"Car",0.05509211378678,0.062329064146228,-1.6836654169897,2.28750158368613,2.05377474608584,1.99440700709082
48540.8091922176,5,46,"Public",0.380253207244697,1.76358316760261,0.796669135936253,3.65377343705014,4.38169530548587,4.4058529520919
26323.5698233101,5,77,"Taxi",-1.62661247969548,-1.06164638297676,-1.86117938383571,1.40147676588728,1.6882071643729,1.57234921969809
21783.3151578058,2,84,"Car",2.27214120653801,0.42527986399039,-2.8354362318273,4.35672408548315,2.61202959135748,-0.951102534983418
6375.88848211279,2,86,"Car",0.932815634011634,-0.920402287261662,-1.00743056816899,2.65221284606445,1.06523603997003,1.14505166218875
12539.0293683729,3,82,"Taxi",0.775506267285698,4.86962048329205,-1.37956877613876,2.90898200149502,7.08770592381764,1.22965063649378
13114.276372485,0,73,"Car",0.196575166410859,-1.03654939642743,-1.25496470860678,1.35443207572298,0.455164749159848,0.0227497639435195
15434.560698234,3,69,"Car",-2.13263540789616,-3.58802988909242,-4.05562747076607,-0.0567713904403098,-1.52151147861891,-1.24431868473075
10581.692704574,5,36,"Public",0.970123414892633,-0.738218383846945,-0.272890539849655,3.19466573250698,1.16050700672166,4.29547560605887
5927.99464273879,3,60,"Public",-1.78084542734569,-2.92987448563666,1.48744388397113,-0.032645561277217,-1.14095456599558,4.66888399111635
36506.7465876028,3,91,"Car",0.224742911778526,-0.661104091887261,-0.787942066075664,3.0474115764686,2.05149710692678,1.16192300217228
56619.7289586288,0,37,"Public",-0.416068639017525,0.604697071326354,3.89105213244059,1.4694245849482,2.20899300570579,5.01865755326802
13335.1203159799,3,84,"Public",-1.18300629894265,1.00583288677943,1.61935101705213,0.990371708956852,3.26585969151913,4.17264861073253
16474.7392625364,4,28,"Public",-0.694214507917465,-0.751853927836334,-0.357404429387313,1.29765397364595,0.915267161101712,3.75310078536196
31342.267630892,3,86,"Public",-0.417680179800729,-1.8842890523504,2.1599198507664,2.22587651097157,0.67584496211298,4.31307449814856
21372.6222997799,5,93,"Car",1.29289421745064,0.501170354509238,-0.671950604980795,4.35720977494513,3.41675968900594,2.54059694902361
41146.8437656236,1,56,"Public",-0.377105270860786,-1.17061203048519,0.735279228728368,1.6115658232798,0.686590625999161,2.2923423534159
20818.393391159,1,29,"Public",-1.0778605267701,0.659216651271599,-0.238962959075343,0.132599308008877,1.80649255213898,2.26466917310148
67259.6785872849,2,22,"Taxi",1.21574904648146,2.8128297960602,1.76764519884129,3.81724101116358,4.75172497486947,3.98245162709559
14390.7883983574,4,21,"Car",-0.140169046648494,-1.57827373565878,-2.88184295020391,1.72960066331044,-0.047411909683416,1.41034128182894
29113.2319481717,5,69,"Car",0.73061814177351,-1.67050441181374,-0.980895636996094,3.7484489404778,1.00119406740883,2.55683972404047
15004.0622116753,4,60,"Public",0.610665187797336,-1.25171801272973,1.8087417920742,2.88576674308922,0.873342920445395,5.3086605478407
20318.8478263973,5,64,"Public",-0.665457931154175,0.634141449884418,1.03124869263567,2.08251326450576,3.09892416728038,4.84487173610772
37888.6359565409,5,23,"Car",2.74638736928533,-0.685848064720572,-3.72651997314737,5.52360326819885,1.42748147462754,0.555707307721812
4029.29105767246,0,45,"Public",-1.05994951902912,-0.210146127747142,0.051553806853305,-0.40921724258731,0.725293238117945,2.07096798569986
57131.9485057614,4,78,"Taxi",-0.320941176584799,1.99610387275012,1.86316359209143,3.18735753605924,5.02308310033654,4.1605246219762
3773.4635437067,2,68,"Taxi",-0.239389637372459,2.01901516607417,-0.00999246311992269,1.23494695122021,3.69561711922977,2.55453826600594
36987.2948771357,3,48,"Public",-1.69217662515193,1.78178787238418,2.4516014120351,0.712505746776464,3.85659729554122,5.25185551449239
11175.7961703318,5,87,"Car",-0.24438804695952,-2.32920960928457,-1.25408471042776,2.50500685729878,0.343427333270409,2.28239936616561
9057.03175503786,1,100,"Car",0.0619617938875541,-4.38944837703941,-0.756125450578799,1.6883875877635,-2.35359290071384,0.562733914320443
80904.8787022945,4,59,"Taxi",-0.421206488179115,1.67575664488411,2.2225192963911,3.49141547937825,4.77432982541853,4.42442172234521
32817.876197262,3,45,"Public",-0.45478988242743,2.11857183144811,4.0419127146055,1.81565702250412,4.08583997440704,6.98555519066026
13436.2609290881,1,41,"Public",-0.748282062906024,1.27706413705623,1.35134866522226,0.397624460321177,2.49360805099255,3.7626234466405
13652.4994736348,4,78,"Public",0.217894406098638,2.29507950801289,2.26467288147903,2.63920689293951,4.66986700011741,5.43162289200634
6328.29141928618,3,74,"Car",1.08369352935482,-1.21066377050503,-0.0535641195824214,2.98190081483697,0.794260600784267,2.83987005203185
14277.739494674,4,29,"Public",-0.555735603755645,3.0036349061481,2.70571577912057,1.3912078836112,4.65280099856821,6.84016098922709
32455.4053352381,1,78,"Taxi",-1.69200826926079,5.17567371353272,3.5482090102929,0.299376864120166,7.23250479356129,4.83910090358814
26652.2349546363,1,76,"Taxi",0.000327060684688241,0.841487551955591,-3.07647196465624,1.8266329345506,2.78127107627514,-1.62951666374896
29602.6963707554,4,80,"Car",1.07155928241649,-1.06328501760001,-1.9304807631491,3.91162669168537,1.58075542796132,0.877465309435795
3877.6439022147,2,73,"Taxi",0.664155608123347,1.71815767455531,-2.20738504287444,2.19109670567871,3.47132233308853,0.255062079081263
44847.5183845576,5,43,"Car",-0.0138175850316697,-0.674373125887964,-0.738057907923714,3.13737037458227,1.8433396498804,3.00499172438513
74797.850365213,1,34,"Taxi",-0.307646507340411,1.15627363568283,0.212749586906036,2.30229975178991,3.18824139116103,1.53679257960177
47692.6767121186,5,47,"Public",-0.577652748207374,0.286663680523331,-0.374419106901532,2.68466416959559,2.90705383120511,3.2317273588561
15107.1626331722,5,38,"Public",-0.658686040136842,0.588980682571907,0.422566573326029,1.69899302569246,2.58558812206949,4.86042332066258
69148.7428238601,4,90,"Car",0.324586676644822,-0.959819211843829,-1.82840054660095,4.25330524724132,2.42741193051407,-0.011375403078149
26812.8370196537,3,26,"Taxi",-0.409336108666794,2.21970322971404,0.185152295490545,1.52098481682455,3.81189578500885,3.62889555509747
54338.5945211235,3,74,"Public",-0.849560268109971,0.787026478203721,4.37909680223524,2.24890459491812,3.51210539602057,6.31232491181277
12446.3816300701,3,91,"Car",1.93003362192341,0.689205987492857,0.963306832081418,4.15119316267516,3.04090171194391,3.39437919948002
20143.2962270002,2,41,"Public",-0.119577344971917,1.51209721394673,0.736806083639866,1.49400506070309,3.02924665735174,3.51394015909986
50086.8972256307,4,53,"Public",-0.668954242911884,0.465051866414772,1.77936927502058,2.41321818772888,3.01135532479923,4.71763133050796
22299.7146610094,2,67,"Public",-1.02798988227803,1.70782356646975,3.65550594903069,0.899502984247203,3.64731928638489,5.86951165581051
5803.50285133108,2,23,"Public",0.296101727671139,-1.25685673835979,0.246753601777357,1.37118929895442,-0.224804195589824,3.67068354475073
45247.9269528461,4,81,"Taxi",-1.22642908714545,3.07673807953901,0.211149564473005,2.0147690866757,5.9704569838317,2.68619102541608
8307.39088329728,3,74,"Public",-0.794380338417466,-0.448410966315296,1.17945339409117,1.15330443366497,1.58619989693416,4.03330557642523
12120.9835622007,0,75,"Car",-0.090154802927054,-0.96378751594544,-0.72872485496175,1.06286978612796,0.54302723748757,0.528855473794236
21486.5990597669,3,66,"Taxi",0.818338096959282,1.42048367932841,-2.52463862368134,3.01550307345345,3.53278266522491,0.225629395123327
7490.21038167322,4,35,"Public",0.117880310474233,-2.62343329497811,3.66457299628729,1.95513557001606,-0.986080139253013,7.81476878865383
23764.5882900987,3,95,"Public",-1.05313752227687,-0.443716763940781,2.21816385745808,1.4909771849756,2.1377520604107,4.3428720916561
10107.2991303483,1,68,"Car",-0.0488283264959639,-4.15889050075304,-3.40774815927494,1.28385415176274,-2.58728101379781,-1.46989414188191
23405.8493653835,1,78,"Taxi",-0.605437567435769,1.08227609613048,-0.283864953635041,1.15970866669882,3.00336383661123,1.18801805905729
29368.8306435467,1,90,"Taxi",-0.917157989361695,1.45554016394176,-1.02121888439861,1.11706277672697,3.64607262359496,0.0914045027304522
10825.1737694705,2,97,"Taxi",1.2721985196388,2.53989777239559,0.00044162968010375,3.21282786387556,4.75727537893764,1.84393815429069
7836.92376362089,5,31,"Public",-1.2461443362279,-0.687967153773265,0.535977931616183,0.859778757862621,1.09458670268105,5.25923945634377
22393.9708660986,0,81,"Car",-0.449029864400952,-0.985920596561223,-0.905156641112637,1.02081940725151,0.764988966430256,0.0269639415653897
22510.407418646,1,93,"Car",-0.664080792369846,-1.47604407474895,-1.35383115013674,1.2286793930963,0.656612036530735,-0.164039298509656
10228.4661333009,5,35,"Public",-0.286888899585074,-0.485496032592701,2.73510515937604,1.91882275374745,1.39293095940681,7.33053583671003
8815.25864906892,2,62,"Public",0.0269768889691077,0.733069564163796,1.44514151764012,1.56735835519583,2.39529844389983,4.02883634465874
9709.59360421785,2,89,"Public",1.01500081946697,0.799131580006688,2.0612880771637,2.84774065957242,2.87977548406996,4.08709620507935
41850.8415474154,5,49,"Public",0.0768187913549743,-0.474898881738089,0.134598392396477,3.21308983004036,2.08786374147314,3.81758156144817
26361.1902226555,4,85,"Public",-1.66071380202484,0.518501072658737,4.76362226040964,1.14831595354155,3.18891892599857,7.53639845595653
3863.34118057469,5,86,"Taxi",1.28988875275103,2.38981467406542,0.0545680032193703,3.8464722822654,4.93776479177404,3.75730117960788
17072.4730431361,4,39,"Public",0.188316166765626,-1.08577905769297,1.13809079381109,2.30512799284403,0.755308037954068,5.01664133294837
7024.90218556123,3,26,"Public",0.0280230872828077,1.4933432039435,1.59699725140605,1.46364564192184,2.78871673672692,5.43649920769483
40506.1039785249,2,88,"Taxi",-0.700168868590577,0.531140951748767,0.563961801854499,1.89248373087255,3.05873251142664,1.993839722284
26171.6002863308,4,42,"Public",-0.022473172201072,1.10668336758796,2.61925989253349,2.3518168349572,3.12925737188292,6.25582788680687
30144.3304076479,3,48,"Public",-0.0619127239199523,1.49254283162133,2.31237763540203,2.17169553627124,3.46470778773605,5.24949102724908
12465.1767584282,5,24,"Public",1.1407607490203,-1.30163743805421,-0.679097341047309,3.292390167981,0.445340213322216,4.09159912378413
17881.4314910859,4,54,"Public",0.523188456063283,0.652546694673945,0.926198681055559,2.81022424334043,2.73076816704023,4.48857005123384
20368.6470532102,5,77,"Car",1.44653032763311,-0.738728886533393,-4.71145839652627,4.32574650396337,1.92180081926476,-1.15883133759048
17294.3091452311,2,87,"Car",-0.340384777329283,-1.30622241627428,-1.04045411062066,1.66197295130149,0.85819222090419,0.873659706474721
26347.0844515094,2,53,"Public",-2.47208202244296,-0.990948601780756,2.33158937324246,-0.583404911155228,0.799257664991885,4.74464768421227
83836.4807948358,3,85,"Taxi",-0.896918458507508,2.22075927567126,2.67469629328281,3.04899356136339,5.55330648759379,3.79796667738609
174643.028495333,5,54,"Taxi",-0.327113151298805,2.05898997355471,1.40983455748997,6.17896256108453,6.68863540098471,2.3369739875833
23356.4500924428,3,93,"Car",-0.719691812539494,-4.28780845955359,-0.833265737278678,1.79421943977158,-1.74246170816695,1.33960526087247
22100.0772234362,2,87,"Public",-2.32936732156506,0.149376900833644,5.38606963467709,-0.206865390979158,2.38587805918519,7.20406809020836
44447.2803839084,5,24,"Public",-2.04270576171449,-0.273604459685443,1.89487619012021,0.908476247883219,1.95310474607318,6.02593058244205
24085.4502807401,5,47,"Public",0.246800521609541,1.94817119953598,1.85060040588466,2.91893677862804,4.21445295374708,5.92889140026986
9633.31437558701,2,85,"Taxi",-0.299979285306797,2.73627280050239,2.19584110056966,1.49085357408288,4.7557725161362,4.30317481305792
11836.6557408272,2,71,"Public",0.0664937133110107,-1.34531751079056,2.01210563715106,1.77241010683169,0.497232325321851,4.35537252233451
24451.5714385774,2,83,"Taxi",-1.20491141419122,3.37371150678242,1.08344471299045,0.936377871773217,5.58548507836108,2.93441328421891
6444.59844012944,3,55,"Public",0.584186027972548,-0.657891368349671,0.874545215410926,2.29530098897578,1.06377760825227,4.14565324660834
25020.7884918416,1,91,"Taxi",-1.16515172432772,0.415678937843039,-1.1000885606066,0.770367987968322,2.55599076522066,0.079495669556567
91951.4625135379,2,21,"Car",0.79745697081245,-1.71960800681465,-3.02886984269477,4.0062435336509,0.574663930888414,-1.28789909296553
95792.4105169828,2,38,"Car",0.251409012652084,-0.589353565178993,-0.139571626104829,3.72621927557665,2.01753259257575,1.18458016355552
13057.7016386364,2,38,"Car",0.482514684717094,-2.91809449216793,-4.81471578604261,1.888957225683,-1.55222896758839,-1.83586981881534
25135.9122994411,4,80,"Public",0.0817231759824233,0.96898108832719,1.36332449396318,2.81012098346845,3.54601977281881,4.26060624797435
8554.2873216139,4,66,"Taxi",1.1041263507331,2.61336613774801,0.519992541076597,3.27798353377345,4.73168044757222,4.02890679464432
4711.27790886658,4,65,"Public",-1.51269921729274,-1.2180133947438,-0.430332981689664,0.555082730428923,0.827655773889198,3.175441460133
8774.91529296204,3,39,"Public",0.729877968495203,-1.52490959525733,1.58712262673335,2.33925085081925,-0.0082858658628957,5.13162432087411
15555.0146948358,1,79,"Taxi",-0.114518497846515,2.22021745236158,0.768288009167694,1.46435686952438,4.03854267278412,2.37718771527098
34407.3782233693,2,46,"Car",1.51630552494023,1.5217071795558,-1.14590853879124,3.53648998052447,3.32781785290634,1.24594389674137
20562.041098378,3,40,"Public",-0.319698063691232,-0.481222622514751,-0.602501554263521,1.59435296376822,1.22720799396092,2.68625762376892
13844.7532538141,3,30,"Public",0.578977977040399,-0.404974670462865,0.378877525524448,2.22509680838575,1.05269662834435,4.00198246044817
12741.9285031477,4,80,"Taxi",-1.07768480829805,1.36266349298124,-0.20735100936007,1.34086340428064,3.75379242052845,2.93781042057698
23265.2955502623,2,52,"Public",-3.00779742345963,-1.40821833039729,3.27328814107444,-1.20616503470307,0.320761102856649,5.76798223006919
14450.6756707178,5,73,"Car",2.65474831241789,-0.0620710739264881,-2.12714749474026,5.34601520418583,2.44968906113428,1.62383899184539
17100.0391809107,3,70,"Taxi",-1.04658959376825,3.36022568431918,-1.87713825219437,1.08091138575452,5.46672627203284,0.880860964187412
13380.5577988923,3,95,"Public",0.462241371510033,0.544189826359681,3.74629612178903,2.74675531648234,2.96989819334307,6.07868496581118
16637.6180095859,2,88,"Public",0.199000836358684,-1.07668664935384,1.1095925896379,2.19494128659833,1.09287762078995,3.01684022944618
7384.35606899633,2,82,"Taxi",0.635264348810866,3.59739397561687,2.05531201188449,2.33987325053577,5.53815931665181,4.26762489050456
55675.8186604066,4,62,"Public",0.323916520247742,4.28449401179916,5.00473150717927,3.63581198675791,7.04963129170526,7.65121513397114
34054.1038210543,1,46,"Taxi",-0.412589217173815,1.88516926764633,-1.03503066406677,1.29876337835254,3.48598082496214,0.863887259512144
11900.4709464018,3,74,"Public",-1.11856217481783,-1.48024034430635,-1.43308682238522,0.918949598842216,0.608266719889673,1.34890375868674
28948.1747510812,3,74,"Public",-0.743491771165307,-0.250504337254769,2.05290758422631,1.72021259761172,2.09371828401145,4.49394408920468
12666.0968812843,4,78,"Public",-0.0637551281303927,-1.36693275662754,1.5675586637206,2.33289729390171,0.993058696591721,4.75423672609492
20927.1482248708,1,81,"Taxi",0.167094330799341,2.41873569953707,-0.152487839539027,1.90027303642111,4.34764292291013,1.30896919596356
22246.8218007173,5,26,"Public",0.0965534026079004,-0.919541861559007,-1.1816477303674,2.51272394762583,1.00416046545175,3.35341583361825
95942.2043540345,5,72,"Car",-1.93444094019179,-2.75854653877255,0.407315075875454,2.78411416865907,0.960586526537966,2.54847098879476
10529.4197630011,2,73,"Car",0.731561470003642,-0.683946013007393,-1.61355994924093,2.42479696407867,1.16899528343762,0.715851655499046
53931.153162446,3,34,"Public",-0.999924142271129,-0.866059823069868,0.565405219999737,1.68835468679002,1.25290747436682,3.30678215675082
22810.6403697713,2,54,"Taxi",-0.0571063208756797,1.23511766690158,-3.56007123850518,1.7531596883686,2.98727727244815,-1.09628404590061
35429.527217651,2,69,"Car",1.47536361257451,1.53060870045775,-1.45460477012137,3.75110179301578,3.69705160872251,0.456804685525612
37386.2282769357,0,70,"Car",1.36304673899387,-1.78770784132937,-0.254827441788877,3.09770244591726,0.0230855828246637,0.59744799267241
8600.01571544756,3,91,"Public",-1.25888433411574,-2.0151168130905,1.15444994038031,0.866116058770452,0.278883422641218,3.66244962607136
31001.5717591331,4,59,"Public",-0.213540379969327,0.63933945622586,0.94933948992959,2.451498914009,2.98936303261286,4.14930805474693
31729.7920460917,2,71,"Taxi",1.08045623265984,2.27625692849949,-2.83257266891495,3.28370103381213,4.41720380919086,-0.887168509836779
16135.9844144599,4,35,"Public",-0.925104314191967,-1.13741004072225,3.30565203234191,1.12829529616953,0.629629725494645,7.28293234405271
25660.4887734497,3,77,"Taxi",-1.3949721073273,2.4947518597755,1.97165441911126,1.01654011200895,4.83465919137724,4.41844464364227
36353.7731559968,3,38,"Car",0.637716185410943,-0.311622524705819,-1.31045343438622,2.92656051431086,1.60368407263413,1.70247110249384
13177.9187834354,1,82,"Car",0.898217975313664,-0.924768162212223,-2.27476238171219,2.44766594489955,0.902900619539309,-0.678320757380896
23424.0505343882,5,84,"Car",2.40237411824978,1.82871295596648,-2.69435697163757,5.42797538160948,4.6400737139823,0.657162017674672
43132.6944089209,4,63,"Car",-0.234260801525021,-1.79040400871505,-1.22844795575507,2.774056558698,0.801586407418768,1.64889815606651
15018.2039527385,1,53,"Car",2.22949279393476,0.626403187890305,-1.35032153830346,3.53494789275322,2.04667624718138,0.789314382641771
9320.24623001368,3,62,"Public",-0.440189706452876,-0.00343845596457402,1.9840474055283,1.41281644929747,1.86636523748563,5.05764248092803
14611.5919951053,1,77,"Taxi",-0.803081721142448,0.0242652283934354,-0.531868708078585,0.732208078735184,1.79843910832001,1.13589945201931
35471.2811628233,1,32,"Public",1.60060829859097,0.622772392700574,1.33249924311162,3.20739032766155,2.03484161014292,3.48307361985516
36993.5215561243,2,22,"Public",0.546421390879122,-1.21899165262338,0.467046670853795,2.39125942978223,0.265911170718487,3.28717623973131
20538.1547851622,0,41,"Car",2.06986332872438,-1.00219527564536,-0.595564521517744,3.09331719835343,0.120877046132074,1.17367238277901
23483.8387050621,4,42,"Public",0.144577548343671,0.581387126896927,-1.05510235704677,2.45167351597022,2.56364470747286,2.63522086885198
98937.6388163251,4,24,"Car",0.721758430224537,1.15466960250198,-1.22159346499559,4.73519940063266,3.99873418474686,1.31965375867791
